txn_id,user_id,txn_time,amount,merchant_type,txn_type,device,location,ip_address
396,139,2025-06-02 07:54:39,18660.55,travel,online,267269a0-2c19-4aa6-b9a1-b6400dba9c0c,Singapore,23.146.240.229
397,301,2025-06-02 07:57:41,4786.4,e-commerce,international,d6684ea1-e46c-4f8d-b84f-157c07e3435e,Lithuania,182.130.86.207
398,327,2025-06-02 07:58:50,4657.5,e-commerce,in-person,3318e38d-8efe-4804-a52d-976da4d347c3,United States Virgin Islands,184.12.149.167
399,52,2025-06-02 07:59:13,13624.16,gaming,online,c1148940-e8ad-4d1f-8ffa-828de42c13db,Macedonia,3.22.198.19
400,476,2025-06-02 08:00:14,3159.66,crypto,in-person,c1f22a6a-ebdd-415b-9876-373844e675d7,Israel,207.35.8.91
401,494,2025-06-02 07:57:22,5745.61,travel,international,c55c2930-d579-43b3-a361-3dfaa1af0a2c,Korea,77.169.241.34
402,46,2025-06-02 07:55:38,13046.32,gaming,international,6bba6974-50b3-4b02-8d62-81b80e4706e7,Sudan,204.45.63.241
403,480,2025-06-02 07:54:33,746.93,gaming,in-person,cc14363f-c02e-420d-86d1-ae8d369aef15,Ukraine,18.233.55.134
404,479,2025-06-02 07:58:55,18392.78,crypto,in-person,a1a6d9dd-97d6-4da5-a4fb-260d5e695a47,Norfolk Island,141.24.222.9
405,493,2025-06-02 07:58:39,17445.94,travel,online,53ca1523-75df-4bde-a3a4-6e70bc761486,Saint Vincent and the Grenadines,56.183.212.254
406,309,2025-06-02 07:56:25,2146.91,travel,in-person,de678cef-1915-4152-8fc2-c7c76ef758e4,United States Virgin Islands,79.161.16.194
407,279,2025-06-02 07:55:31,10486.85,gaming,international,855bcb65-0cd5-4d3c-875d-8ccab8255a8e,Bermuda,174.9.125.65
408,415,2025-06-02 07:58:45,2253.82,gaming,international,1ff7a77c-656d-41bd-bbce-855625eac99d,Andorra,58.253.140.45
409,368,2025-06-02 07:59:48,3724.8,travel,in-person,a263c476-09bb-43d7-8dc1-24bf32121017,Georgia,110.53.12.20
410,99,2025-06-02 08:00:02,3510.72,crypto,in-person,5a22991f-4a95-41e1-a6f2-02ef56d11c50,South Georgia and the South Sandwich Islands,193.81.211.108
411,206,2025-06-02 07:58:08,13385.45,gaming,online,3040dcfc-83c1-4667-8d3a-a5e290f42e1e,French Guiana,19.151.183.167
412,128,2025-06-02 07:57:08,137.6,crypto,online,ccd9171f-ee37-4565-8536-134025b216fe,New Caledonia,104.82.127.107
413,489,2025-06-02 07:59:14,6593.18,retail,international,b7627b39-6181-43e7-8086-ebaffb05b1d7,Turkmenistan,4.31.125.33
414,185,2025-06-02 07:58:36,13855.68,e-commerce,international,cdd0ac7e-8747-4b92-a85e-f1a0cbe0f54d,Wallis and Futuna,218.101.210.254
415,82,2025-06-02 07:58:28,8108.93,retail,international,6575061d-89ab-4380-93ff-92cc47d3efb7,Romania,76.77.33.93
416,61,2025-06-02 07:55:15,12774.59,travel,in-person,6d18f468-922b-4c4b-921a-0827a6bbdb22,Western Sahara,174.58.185.96
417,491,2025-06-02 07:57:29,2672.24,gaming,in-person,1c70a716-5f7e-4e21-9bc7-8b45afda2d58,Austria,48.115.204.212
418,192,2025-06-02 07:58:42,8317.5,retail,in-person,7bb69b6c-f32f-42e5-9146-58928d268500,Malawi,130.64.249.55
419,341,2025-06-02 07:59:22,16512.24,gaming,international,b1fd07df-07d4-4634-9169-48031d3dc0ba,Grenada,153.14.157.2
420,404,2025-06-02 07:58:26,1638.32,crypto,international,99241740-48a1-4e63-92d1-3488ecba63da,Barbados,209.128.20.165
421,470,2025-06-02 07:59:17,11283.81,e-commerce,international,438a6f15-730a-4ed6-b9a9-2b06d7cc030d,Malawi,58.160.108.162
422,294,2025-06-02 07:58:58,10733.67,gaming,in-person,b1e4ace4-0384-4251-8845-755388a0a476,Honduras,155.234.6.197
423,60,2025-06-02 07:57:06,13606.22,retail,in-person,60169b47-0cde-4f3a-a891-dec95e8ee7a9,Guadeloupe,47.210.201.200
424,229,2025-06-02 07:58:03,16174.03,crypto,online,eeeb8976-e838-4dc7-9700-00160003d8f7,Taiwan,150.189.223.108
425,289,2025-06-02 07:59:04,1155.68,crypto,international,55d5b7b0-a964-4319-b0a3-4d7f71ba5bde,Sierra Leone,42.80.66.175
426,12,2025-06-02 07:58:07,7919.58,e-commerce,international,c8a9e7be-3db4-47e3-9b56-8eeab06c7c2d,Greenland,158.117.70.91
427,24,2025-06-02 07:55:18,8474.52,e-commerce,international,a5051097-e3db-4fb8-a40f-f7aaa509ef3b,Costa Rica,147.170.236.4
428,36,2025-06-02 07:58:38,19722.76,crypto,online,41cbbb42-2979-438e-b8b3-c54fe9f6dcda,Syrian Arab Republic,137.95.46.40
429,394,2025-06-02 07:59:19,2709.44,crypto,in-person,4c5edbf9-5c2a-4557-881f-20fb8414390e,Mozambique,25.200.148.148
430,446,2025-06-02 07:59:34,18342.38,crypto,in-person,a0318dc3-c471-4cbc-8ea7-5edcee1766bf,Luxembourg,47.225.140.247
431,339,2025-06-02 07:55:45,17491.2,gaming,international,7763341e-68a2-4b78-a48b-860d2699c7b1,Egypt,45.225.24.168
432,92,2025-06-02 07:59:07,19856.94,crypto,international,75d93dbf-e3bc-485d-afff-7497e3f0d2b1,Greece,18.251.40.142
433,115,2025-06-02 07:57:24,16696.6,e-commerce,in-person,1839ac54-dfe7-4594-be9d-c022af462762,Vanuatu,50.252.132.36
434,279,2025-06-02 07:57:32,8483.14,crypto,online,0336132d-c8c3-4f50-bd31-ccd38eb7f397,Anguilla,10.85.98.156
435,80,2025-06-02 07:54:22,5513.72,e-commerce,online,0344916b-1359-4681-9e39-233daa6c2b30,Lesotho,102.191.49.44
436,315,2025-06-02 07:54:29,15321.3,e-commerce,online,66321323-de03-4b50-a810-93ad9e4a58d9,Jersey,9.98.140.190
437,305,2025-06-02 07:55:54,672.49,retail,international,99241740-48a1-4e63-92d1-3488ecba63da,Sierra Leone,179.232.3.131
438,126,2025-06-02 07:55:13,14811.08,crypto,in-person,d37c02a5-a730-45f4-a955-40da18eb9544,France,215.160.195.248
439,387,2025-06-02 07:57:57,17274.74,e-commerce,online,02120032-ae2a-4679-8978-5e9544d1c9aa,Canada,73.115.253.225
440,120,2025-06-02 08:00:10,16315.91,retail,in-person,331e110f-95b4-4fc8-9e06-d5c0930b5dfe,Tokelau,21.105.31.62
441,345,2025-06-02 07:54:21,16367.83,gaming,in-person,e4df4776-8cc6-46d9-b721-2fb4a849a673,Palestinian Territory,21.167.199.96
442,339,2025-06-02 07:57:42,10425.5,crypto,in-person,74dc82b7-134e-44e5-a097-d69b39bd65d1,Palestinian Territory,189.169.77.146
443,486,2025-06-02 07:56:49,11833.75,gaming,international,5cee4624-8080-49fb-8141-4e0267ee8fb8,Germany,62.46.217.36
444,254,2025-06-02 07:58:56,938.64,travel,international,da00c320-72e2-4524-bb3b-9e7aa47761fd,Argentina,105.246.127.167
445,269,2025-06-02 07:55:58,6375.37,crypto,in-person,155dd4d1-61fe-4927-b3f3-452552e6b366,Samoa,180.113.8.148
446,95,2025-06-02 07:58:45,15088.57,crypto,online,b053adaa-ecd5-4f52-8416-43cb1c8ffb6a,Azerbaijan,6.149.26.137
447,440,2025-06-02 07:55:16,14151.83,crypto,online,3dba2915-7523-4779-8499-dcb9648db0f6,Aruba,200.246.96.194
448,214,2025-06-02 07:57:16,11146.18,gaming,in-person,ff04f5f3-dac1-4c0e-904e-7a03eb876a75,Suriname,84.3.96.92
449,170,2025-06-02 07:57:26,12934.47,crypto,in-person,5ff10f39-7b49-48d7-8f30-8c09c30496e1,Guinea-Bissau,153.231.30.24
450,425,2025-06-02 07:55:04,3810.44,travel,in-person,82be1195-7bf1-4e71-9af9-97b347f463fc,Uruguay,77.201.37.112
451,21,2025-06-02 07:55:53,17472.54,gaming,international,29b65704-4f39-450f-8a0a-c9b490c84d63,Saint Lucia,142.50.157.216
452,112,2025-06-02 07:58:18,9588.4,travel,in-person,3302a584-e886-4c7d-b87f-32f92dadc1e0,Bahrain,108.133.154.153
453,109,2025-06-02 07:57:02,18743.26,e-commerce,international,b1fd07df-07d4-4634-9169-48031d3dc0ba,Uganda,5.6.141.63
454,125,2025-06-02 07:54:35,13912.83,gaming,in-person,930efbbd-eab8-46ba-9223-976707c7aa41,Madagascar,194.49.20.81
455,165,2025-06-02 07:56:27,15510.5,crypto,in-person,db2fbd55-158c-4240-8cd8-1e6bfd0c9ff4,Lebanon,190.48.150.1
456,158,2025-06-02 07:56:35,5231.97,retail,in-person,55f9264e-547f-4575-9c33-24e1b7618259,China,192.73.97.53
457,370,2025-06-02 07:57:41,9390.34,travel,online,4ee90244-311a-4921-8c0c-b6e0cdd45171,Tanzania,46.191.205.11
458,24,2025-06-02 07:55:09,11250.93,gaming,international,8bd482cc-dee3-483d-b7b6-421756a34fdc,Australia,145.252.199.97
459,479,2025-06-02 07:59:39,11681.05,crypto,in-person,bd73a1cb-2ff4-46d9-a6ba-1107307f1082,Nepal,173.149.245.71
460,118,2025-06-02 07:57:41,7597.42,gaming,in-person,651a6750-5764-4ec5-b225-05ce534a6491,United Arab Emirates,60.181.139.101
461,351,2025-06-02 07:57:00,6751.95,crypto,international,71f01cf2-f428-4d94-8d34-cb754b33d60e,Bulgaria,190.189.110.128
462,236,2025-06-02 07:57:21,3365.5,travel,online,30fb6736-0602-40be-bddf-8db9f7a249c1,Bahrain,102.122.38.108
463,251,2025-06-02 07:57:07,3681.77,retail,international,eee89358-848a-4126-aae9-f093fe1608b5,Puerto Rico,51.189.29.236
464,18,2025-06-02 07:54:44,16781.53,e-commerce,international,523923cf-bb93-40a5-9167-f07af4c89028,Slovakia (Slovak Republic),91.29.162.23
465,212,2025-06-02 07:54:27,2750.69,gaming,online,52af4c0a-0fad-4da9-b016-ae6a10f8f549,Western Sahara,75.109.99.168
466,112,2025-06-02 07:56:58,10115.15,travel,online,7f152ccb-d887-400e-823a-d335e2381c8c,Poland,30.24.53.56
467,479,2025-06-02 08:00:10,12330.77,crypto,international,0b1469df-1967-4427-bc77-8d0a8fc8fe6a,Netherlands,145.252.199.97
468,283,2025-06-02 07:56:07,8227.36,e-commerce,international,9ba8af97-549e-43cd-8217-2480ed398ab7,Tunisia,90.103.133.80
469,147,2025-06-02 07:59:23,343.83,crypto,online,41966f89-dea5-4254-8c09-670da31a820d,Vanuatu,157.251.136.243
470,269,2025-06-02 07:57:16,2978.8,gaming,international,6bd83a81-4d37-4a05-876f-f28f486a54e3,Ukraine,10.138.247.214
471,182,2025-06-02 07:55:33,5347.23,crypto,online,125fd310-d07a-4302-9ceb-7190a61fe5e4,Iran,11.227.230.92
472,236,2025-06-02 07:59:07,11300.48,gaming,in-person,bf69e46c-3378-4aca-b9df-b827f50d8089,Zimbabwe,33.121.26.189
473,42,2025-06-02 07:57:01,13075.06,e-commerce,online,2e919352-4cdb-4895-aa1e-7a825e1ade44,Paraguay,90.52.108.176
474,283,2025-06-02 08:00:14,9520.63,e-commerce,international,5b5bd3a8-e89e-4cb3-9e72-bc66de7809b9,Fiji,212.103.200.110
475,433,2025-06-02 07:55:24,8678.76,travel,international,35842788-ae4a-47bd-8e69-354429192ff1,Colombia,50.125.209.71
476,459,2025-06-02 07:54:21,10563.66,e-commerce,online,80ae9d75-85b5-415f-9657-b43eb82b12a2,Pitcairn Islands,176.234.183.153
477,355,2025-06-02 07:54:24,17751.2,crypto,in-person,e5430490-23ca-493d-83af-a784f5caea8f,Israel,52.192.99.42
478,351,2025-06-02 07:58:42,18511.77,retail,international,563e66e6-5126-43ea-888c-db666ccf1f3f,United States Minor Outlying Islands,191.244.128.62
479,476,2025-06-02 07:59:05,17008.7,e-commerce,online,8e8d320c-587c-400c-a69a-1ec1962be9ab,Heard Island and McDonald Islands,94.48.10.164
480,421,2025-06-02 07:59:24,14254.52,crypto,online,210222e6-96e3-41c1-95ad-3813c0a3a3a8,Suriname,31.86.124.140
481,124,2025-06-02 07:55:37,11334.35,crypto,international,1caf9dc3-df1e-43b6-ac8e-0da9121b4ac2,Jordan,73.163.220.39
482,197,2025-06-02 07:56:26,15112.43,gaming,international,29b65704-4f39-450f-8a0a-c9b490c84d63,Senegal,200.47.23.188
483,382,2025-06-02 07:54:21,19486.49,e-commerce,online,4c2e2ff5-9e72-42b9-9c9e-cb8484e9ff7e,India,194.44.113.193
484,39,2025-06-02 07:57:50,6812.51,retail,international,9f29eaef-f81a-4832-be7d-66448edb1131,Australia,86.189.38.70
485,168,2025-06-02 07:55:57,593.48,travel,in-person,adfe2513-306c-48af-a3c9-a864e19ae9aa,Jersey,73.24.79.4
486,284,2025-06-02 07:57:34,18822.92,crypto,online,5971fae8-878d-4c4e-a2c9-0061f7ced967,Montserrat,115.214.44.167
487,195,2025-06-02 08:00:15,1714.8,retail,in-person,818111cc-f462-4ec6-ad7c-654ab45a9dc2,Ethiopia,37.221.245.20
488,38,2025-06-02 07:57:42,1641.68,gaming,in-person,5aefa393-613d-4b87-bdeb-1fcdf0019971,Mozambique,180.53.146.14
489,79,2025-06-02 07:57:39,14793.37,travel,in-person,41966f89-dea5-4254-8c09-670da31a820d,Mauritius,78.57.236.245
490,483,2025-06-02 07:56:42,6166.04,travel,in-person,2e98809e-97cc-45d6-9b4e-1c5830db86f1,Niger,202.5.78.226
491,96,2025-06-02 07:54:21,8620.16,retail,international,7294ea42-84f1-413f-9c05-22223c374dd2,Ukraine,61.191.162.230
492,14,2025-06-02 08:00:00,1793.29,retail,online,4932dba2-f62c-43dd-a015-132ce0d87683,Uruguay,107.186.100.67
493,167,2025-06-02 07:55:48,17274.5,e-commerce,in-person,88ebcbb7-b76d-4732-ad24-9df2988b277b,Cote d'Ivoire,160.206.184.149
494,44,2025-06-02 07:56:21,14497.15,retail,online,a84ff086-b625-41c2-82e3-267f9d60aceb,Turks and Caicos Islands,205.88.205.217
495,351,2025-06-02 07:58:32,7615.26,gaming,in-person,612f4198-4a34-4ed9-b5c4-72aceda69034,Cocos (Keeling) Islands,209.191.167.226
496,75,2025-06-02 07:59:28,1266.28,crypto,in-person,ebdb78b5-3ee9-4cf2-823b-a8cfa925224f,Bahamas,197.9.187.160
497,401,2025-06-02 07:55:00,1539.35,travel,online,5e716618-fe22-4b14-ab67-c0517fbcf8e5,Pakistan,133.41.59.21
498,305,2025-06-02 07:56:11,12333.76,crypto,online,9f355da3-15c4-486c-87b4-e876ba0f2bcc,Togo,103.198.185.238
499,486,2025-06-02 07:59:32,7914.44,retail,in-person,bdd81f7f-c3b0-4d2b-a8fc-419635a0b7f4,Turkey,58.242.227.151
500,226,2025-06-02 07:54:54,6695.39,retail,online,a55dae0d-1ddc-43cc-b0ed-e500144f4b74,Panama,158.110.196.93
501,486,2025-06-02 07:55:11,13906.15,crypto,in-person,5087e008-70e3-48ba-8071-dba94e008bf2,Netherlands Antilles,102.204.221.112
502,496,2025-06-02 07:56:44,6383.43,crypto,international,4e0c4e3e-1636-4dd7-9145-653ec6f91607,Korea,21.208.226.196
503,193,2025-06-02 07:56:47,5606.72,crypto,in-person,92bcad13-d747-4ddd-bcec-df99d715e174,Heard Island and McDonald Islands,110.132.131.21
504,103,2025-06-02 07:56:26,11844.95,retail,online,090f48ff-b386-4bad-82dd-41326fa67f46,Israel,66.53.156.20
505,14,2025-06-02 07:56:48,19060.14,crypto,international,a5aaae88-2209-42c8-93e5-62ba15bc962a,Guyana,104.146.18.215
506,150,2025-06-02 07:59:44,16625.8,e-commerce,in-person,82be1195-7bf1-4e71-9af9-97b347f463fc,Cyprus,194.63.98.155
507,325,2025-06-02 07:59:26,6057.35,travel,international,428b61a7-b48d-45a7-a408-1c38dc4f82ca,Japan,163.90.162.147
508,405,2025-06-02 07:59:53,7540.44,crypto,international,fa3e1740-8241-4be8-8d94-a68c3ef3deda,Faroe Islands,125.255.12.105
509,274,2025-06-02 07:56:45,10132.75,crypto,international,f7621497-d6e1-400d-a68f-7083904f484b,Cyprus,83.196.233.150
510,185,2025-06-02 07:56:22,14032.98,retail,international,1f818313-6b0b-4262-b334-293e7cf37e6e,Aruba,43.8.109.121
511,56,2025-06-02 07:55:25,15379.31,travel,online,030c70ad-7224-4964-b641-19354e1345dc,Lesotho,15.86.129.187
512,289,2025-06-02 08:00:14,19672.18,crypto,in-person,b7ddd502-f2e7-469c-be16-7c652b09f52c,Iran,90.246.248.51
513,55,2025-06-02 07:59:40,211.94,travel,online,2e2aca2b-b617-436c-bb9f-06c18fe07733,Guinea-Bissau,119.233.193.145
514,286,2025-06-02 07:57:57,11610.79,retail,online,4ed1ca5f-6c24-45fc-aa65-3b216eb7e95b,Senegal,159.156.193.151
515,238,2025-06-02 07:54:45,15447.07,retail,international,70ee17e2-3377-40ec-bf80-75d45cea60e4,Christmas Island,137.173.53.7
516,13,2025-06-02 07:57:49,9655.94,travel,in-person,6c0513f4-cab3-4a6c-bab6-622fdc06b5b5,Norway,217.182.172.137
517,60,2025-06-02 07:54:34,16626.52,gaming,in-person,ac1f4e71-9109-4691-9283-ee3e1d8d132d,Isle of Man,6.176.66.91
518,402,2025-06-02 07:59:48,4138.14,crypto,in-person,690761cf-4cf3-4784-89b0-9617deeb539f,Burkina Faso,54.212.120.114
519,370,2025-06-02 07:59:48,13935.57,travel,online,a55dae0d-1ddc-43cc-b0ed-e500144f4b74,Lebanon,220.33.164.176
520,364,2025-06-02 07:55:48,2302.59,travel,international,267269a0-2c19-4aa6-b9a1-b6400dba9c0c,Armenia,40.155.140.228
521,85,2025-06-02 07:55:24,18598.52,gaming,international,62f74d80-8269-4c02-964f-482ad5912782,Morocco,194.238.226.184
522,170,2025-06-02 07:57:20,11197.42,crypto,online,396c9058-ffdd-4c89-a731-48f52003a17e,Cayman Islands,197.240.36.91
523,95,2025-06-02 07:58:10,3728.55,crypto,in-person,f803bbc1-0ee9-4f05-89f8-7f16ee5ef46e,Maldives,108.57.109.248
524,453,2025-06-02 07:55:21,3947.29,retail,in-person,38700165-5e39-4e50-b8d3-bda26ccf54ff,Cuba,8.197.175.43
525,106,2025-06-02 07:58:13,5567.62,e-commerce,international,2e98809e-97cc-45d6-9b4e-1c5830db86f1,Saudi Arabia,218.123.28.177
526,275,2025-06-02 07:58:32,3740.01,travel,online,6cbba70e-0f22-4314-b3bf-93b536c0903f,Western Sahara,168.124.131.151
527,344,2025-06-02 07:56:30,17252.87,retail,international,3180ed72-c85c-47ba-8ee2-a18c3e7d9d37,Congo,27.96.19.108
528,313,2025-06-02 07:58:22,7851.49,e-commerce,in-person,2f03f247-2e51-432d-9a42-0230c9530d34,Syrian Arab Republic,69.120.61.129
529,317,2025-06-02 07:55:57,3451.38,travel,international,4d9abb18-2aa5-47d4-b945-9ec1b2a8ab20,Montenegro,149.203.236.95
530,69,2025-06-02 07:54:52,6264.4,gaming,in-person,6ec7f7f6-da92-4200-b01c-772874f031e2,Isle of Man,166.246.36.62
531,356,2025-06-02 07:57:01,2828.03,crypto,in-person,e4722adf-917c-49ca-a19a-8cb24c730622,Saint Kitts and Nevis,107.50.39.219
532,197,2025-06-02 07:59:14,8461.35,crypto,international,79234a25-ae30-4b01-ab43-d6f0a5a9af61,Cambodia,211.230.195.26
533,331,2025-06-02 07:56:52,18613.97,gaming,international,165d052a-4d7e-4500-884e-4eb69aba7bba,Mali,121.142.185.251
534,72,2025-06-02 07:58:51,3742.78,crypto,international,0a2acadc-a7ed-4358-9b65-ddc375274909,Saint Barthelemy,79.152.10.254
535,488,2025-06-02 07:56:25,192.66,gaming,online,7b152e1a-dfcc-4cc2-9ed4-86f4aa3d4eba,Colombia,44.71.52.223
536,288,2025-06-02 07:58:22,10109.25,crypto,in-person,39e8528e-ed06-4969-a4b6-8fe1d9b58a75,Guatemala,54.48.160.29
537,364,2025-06-02 07:55:53,16798.0,crypto,online,30ee1d59-ee47-44e5-8c4c-d0a1f530d006,Ireland,209.50.161.236
538,408,2025-06-02 07:59:30,15221.37,travel,online,74dc82b7-134e-44e5-a097-d69b39bd65d1,Niue,18.55.67.70
539,148,2025-06-02 07:54:46,3365.01,crypto,international,5b037dc2-b96e-4aa0-bf16-fef5b4bdcc93,Micronesia,212.194.87.132
540,254,2025-06-02 07:59:34,10994.97,e-commerce,international,92bcad13-d747-4ddd-bcec-df99d715e174,Saint Barthelemy,149.181.213.242
541,279,2025-06-02 07:57:39,16465.83,travel,international,5b77ef1b-c71f-409f-a402-c2fe25b1ea6b,Malaysia,138.110.215.157
542,390,2025-06-02 07:59:35,14379.89,retail,online,f0d3d62b-8674-4184-9e86-b935afc52010,Macao,65.65.41.21
543,425,2025-06-02 07:54:46,13073.78,gaming,in-person,d6838503-3958-4e34-b64b-a5c39cb40888,Isle of Man,64.5.35.198
544,231,2025-06-02 07:59:22,5257.04,e-commerce,in-person,93a0f501-485a-4e74-a0d1-284614ca7ffe,Tunisia,188.69.128.27
545,398,2025-06-02 07:59:16,16237.97,gaming,international,f2436205-3ac8-4a53-a52d-a57a647b1a48,South Georgia and the South Sandwich Islands,31.115.36.198
546,441,2025-06-02 07:57:57,14215.37,crypto,online,87706309-cc6f-4705-ac05-76cdc0660a5d,Russian Federation,3.168.91.57
547,106,2025-06-02 07:59:36,16270.78,e-commerce,international,4ba468ed-226d-4243-aaa0-dbad1dd3e444,Saint Lucia,102.176.98.195
548,306,2025-06-02 07:55:21,10775.83,travel,international,2f0749fb-4abe-4030-9377-47635ec2414b,Belarus,82.210.159.65
549,137,2025-06-02 07:57:20,19047.99,retail,international,7b152e1a-dfcc-4cc2-9ed4-86f4aa3d4eba,Iceland,26.152.7.43
550,493,2025-06-02 07:57:31,15002.13,crypto,online,df0050ba-2694-4b23-9179-f6f2e61535cd,Mali,74.38.110.22
551,65,2025-06-02 07:59:11,14028.83,gaming,online,8bd482cc-dee3-483d-b7b6-421756a34fdc,Ghana,4.215.84.45
552,425,2025-06-02 07:54:33,4951.85,crypto,in-person,4cef01da-6157-43e6-bd45-f318f471824d,Barbados,123.21.137.134
553,138,2025-06-02 07:56:00,12556.63,crypto,in-person,f1ce511b-faf5-4c1d-a7d7-54cf9b2175f0,South Africa,166.126.130.80
554,451,2025-06-02 07:59:39,15377.92,crypto,international,cf10d6d8-2c82-414d-9e6f-794fdd1d3dba,Mozambique,19.16.245.226
555,480,2025-06-02 07:57:19,17546.47,crypto,in-person,462f64b1-7cac-470a-8681-a87bf4c3de6b,Seychelles,75.222.154.109
556,445,2025-06-02 07:55:36,15482.93,e-commerce,international,0c0f1cc0-b6de-4688-855d-c34744af30b5,Bulgaria,81.69.48.112
557,341,2025-06-02 07:59:25,13946.08,e-commerce,international,35c873bb-c387-4103-a3da-ba277bb48e7b,Micronesia,133.9.188.7
558,220,2025-06-02 07:56:52,16497.13,crypto,in-person,1e503ff8-ba11-4898-80ac-219736bba170,Timor-Leste,2.248.220.212
559,173,2025-06-02 07:59:12,10946.66,gaming,international,c632b5e4-59ea-4481-9105-c795c15e5f3e,Ukraine,24.208.46.203
560,176,2025-06-02 07:57:47,17883.2,e-commerce,online,1f1e503f-2141-403c-9ae0-b7b5bc9d222e,Haiti,216.154.85.46
561,429,2025-06-02 07:56:57,9192.18,e-commerce,online,b2d314e0-5626-40eb-8497-4784b3ba8620,Suriname,32.199.186.230
562,491,2025-06-02 07:57:42,8556.56,gaming,international,aed65ce5-1c72-48c9-8db6-898050ac3345,Guadeloupe,50.23.113.127
563,478,2025-06-02 07:55:09,17532.02,e-commerce,international,a6aa9778-833e-40db-8180-f63a2a33d74f,Heard Island and McDonald Islands,32.84.29.250
564,191,2025-06-02 07:58:23,13290.51,gaming,online,7d81c979-e5a1-4b03-9e47-3c26d032570d,New Caledonia,57.224.179.10
565,372,2025-06-02 07:56:47,13989.13,gaming,in-person,34e449e8-76b6-40e8-a49c-784fddcc9351,Gibraltar,16.107.214.185
566,49,2025-06-02 07:56:01,22.72,crypto,online,f7e9dacf-3b58-490c-ab91-80b19992942d,Swaziland,154.144.64.15
567,266,2025-06-02 07:57:29,13599.97,e-commerce,online,c6567140-0213-4fdf-b45b-208db9f9bc96,Germany,208.80.13.114
568,62,2025-06-02 07:57:59,19763.11,crypto,international,f7e9dacf-3b58-490c-ab91-80b19992942d,Papua New Guinea,36.39.190.16
569,118,2025-06-02 07:54:52,7662.02,e-commerce,online,3180ed72-c85c-47ba-8ee2-a18c3e7d9d37,Tunisia,194.166.194.92
570,154,2025-06-02 07:58:27,2743.45,gaming,international,1ba540b6-700e-45f1-8c7a-44f70c239311,Maldives,217.157.129.34
571,272,2025-06-02 07:55:31,11266.26,retail,international,f12a273e-609e-4592-9c6d-8b179a95e782,Reunion,114.163.82.227
572,370,2025-06-02 07:58:50,4261.9,gaming,in-person,87706309-cc6f-4705-ac05-76cdc0660a5d,Slovakia (Slovak Republic),104.60.216.201
573,441,2025-06-02 07:55:00,4345.68,e-commerce,online,2da10eaa-0dbb-466d-9ab6-6e7d18cc2b2e,American Samoa,14.183.100.207
574,374,2025-06-02 07:58:37,7681.25,crypto,in-person,31985cd0-4633-4515-b0bd-b6e3697d493c,American Samoa,129.107.98.235
575,142,2025-06-02 07:59:22,12892.77,gaming,international,7c44c99a-bd2f-4b36-96b2-1554f9e6dd67,Nauru,155.95.48.19
576,312,2025-06-02 07:55:50,5699.13,e-commerce,international,d8aed76a-dedd-424d-8549-3a06d3836656,San Marino,58.221.48.253
577,266,2025-06-02 07:55:12,12138.93,gaming,international,46350076-ee67-4cad-8919-afed09d12644,Malawi,220.120.98.107
578,28,2025-06-02 07:54:21,15676.25,gaming,in-person,f3a41069-f475-40a2-abd7-8e1b0ef4111c,Guinea,56.156.68.35
579,256,2025-06-02 07:56:26,12762.01,e-commerce,international,f7e20a45-7be5-420b-9167-bdf890aba6de,Svalbard & Jan Mayen Islands,90.56.218.220
580,185,2025-06-02 07:57:11,18678.55,gaming,in-person,fef4089b-2b55-4068-89c1-17360df8403d,Chile,11.52.202.160
581,216,2025-06-02 07:55:53,7308.88,gaming,in-person,2ebf3496-8360-4695-a595-97c6aa9b30cc,Liechtenstein,47.15.36.85
582,38,2025-06-02 07:56:11,334.77,e-commerce,online,fb8d00eb-1e70-41cc-a684-9097e8061153,Macedonia,60.225.108.167
583,473,2025-06-02 07:56:44,1210.32,crypto,international,41cbbb42-2979-438e-b8b3-c54fe9f6dcda,Trinidad and Tobago,209.58.248.2
584,257,2025-06-02 07:58:15,15342.43,crypto,international,937f1bb1-f1b0-42ac-b530-a42505bf4cc1,Korea,128.246.168.139
585,275,2025-06-02 07:57:51,10753.57,gaming,in-person,4556b274-f996-4b7f-be41-e0dedd4f9eec,Haiti,197.41.69.94
586,262,2025-06-02 07:57:39,18418.58,gaming,international,703ba160-0e65-4143-a7d0-2dc23e7ccd00,Central African Republic,173.14.125.227
587,325,2025-06-02 07:55:49,15264.72,e-commerce,in-person,92090716-4a35-4e7e-8f07-cc9c5b10966f,Papua New Guinea,150.14.171.119
588,489,2025-06-02 07:54:50,16929.52,e-commerce,online,820654af-34b3-485f-8bf3-b88feecf9b74,Senegal,22.162.220.174
589,60,2025-06-02 07:58:27,9067.98,retail,online,1a18e4ec-f8fd-4001-bb4b-0cb4d9ace2d7,Cuba,101.222.17.193
590,337,2025-06-02 07:59:26,14813.42,e-commerce,online,52af4c0a-0fad-4da9-b016-ae6a10f8f549,Latvia,42.15.68.239
591,6,2025-06-02 07:54:17,3277.49,travel,international,edba8dbb-6e37-460a-afc4-5100c07cdb4e,South Africa,78.221.29.216
592,370,2025-06-02 08:00:10,5185.68,travel,online,cf10d6d8-2c82-414d-9e6f-794fdd1d3dba,Guam,111.158.245.51
593,138,2025-06-02 07:58:04,14658.98,e-commerce,online,879e0d96-e429-431d-b25c-c8e3414d0cff,Guernsey,36.180.34.236
